Geneid	A8_sensitive_sorted.bam	A9_sensitive_sorted.bam	A10_sensitive_sorted.bam	A11_sensitive_sorted.bam	A12_resistant_sorted.bam	A13_resistant_sorted.bam	A14_resistant_sorted.bam	A15_resistant_sorted.bam
transcript:EMLSAT00000010627	511	444	476	450	577	427	441	372
transcript:EMLSAT00000010630	5341	5055	5317	4419	4927	5127	3943	4331
transcript:EMLSAT00000010637	2264	2235	2115	1454	1994	1719	1511	1586
transcript:EMLSAT00000010640	1502	1546	1390	911	1307	1100	957	913
transcript:EMLSAT00000010641	3518	2842	3238	2173	4387	2426	2153	2533
transcript:EMLSAT00000010644	5439	3994	6545	6003	6457	6557	5636	5559
transcript:EMLSAT00000010650	2514	2828	2563	1699	2525	2123	2003	1978
transcript:EMLSAT00000010651	470	459	644	514	535	559	469	556
transcript:EMLSAT00000010652	2475	2523	2557	2373	2378	2703	2286	2212
transcript:EMLSAT00000010653	1623	1319	2098	1844	2269	1959	1743	1842
transcript:EMLSAT00000010654	1947	1666	2233	1972	1985	1957	1622	1664
transcript:EMLSAT00000010655	1328	1390	1235	1033	1559	1311	1057	999
transcript:EMLSAT00000010656	12252	11622	12756	13075	11251	13072	10075	11857
transcript:EMLSAT00000010657	331	333	310	300	325	340	296	301
transcript:EMLSAT00000010658	1824	1525	1361	1594	1550	1794	1295	1495
transcript:EMLSAT00000010595	1688	1440	1593	1701	1519	1426	1281	1216
transcript:EMLSAT00000010596	1092	834	895	835	895	810	567	637
transcript:EMLSAT00000010597	2	0	2	4	10	4	8	0
transcript:EMLSAT00000010598	2317	1874	2314	2007	2128	2189	2035	1735
transcript:EMLSAT00000010599	3976	2449	5340	4642	5949	5097	4606	4465
transcript:EMLSAT00000010600	190	267	263	188	174	164	216	210
transcript:EMLSAT00000010601	1040	776	1027	1010	900	791	805	666
transcript:EMLSAT00000010602	3821	3187	4650	4272	4232	4541	3843	4077
transcript:EMLSAT00000010603	274	199	254	248	344	267	313	250
transcript:EMLSAT00000010604	1284	1044	1063	895	1329	1083	845	978
transcript:EMLSAT00000010606	367	232	245	409	294	311	233	243
transcript:EMLSAT00000010607	55	19	80	118	114	112	113	103
transcript:EMLSAT00000010608	1083	935	1081	1052	1082	1073	984	940
transcript:EMLSAT00000010609	808	480	1149	957	998	887	838	845
transcript:EMLSAT00000010610	233	270	226	199	256	205	178	189
transcript:EMLSAT00000010611	1377	1268	1690	1478	1918	1713	1449	1620
transcript:EMLSAT00000010612	104	70	35	57	34	53	40	39
transcript:EMLSAT00000010613	1828	1732	1719	1608	1893	1792	1369	1307
transcript:EMLSAT00000010614	577	364	874	904	967	1121	606	627
transcript:EMLSAT00000010615	2040	1773	2774	2605	2917	3364	2685	2561
transcript:EMLSAT00000010616	1475	1361	1449	1230	1253	1374	1122	1224
transcript:EMLSAT00000010617	1934	1569	1950	2222	1644	1762	1593	1799
transcript:EMLSAT00000010618	3286	3014	3466	3062	3951	3196	2876	3551
transcript:EMLSAT00000010619	4217	3756	3151	2658	3618	2954	2701	3104
transcript:EMLSAT00000010620	2878	3187	2758	3740	2391	3352	3121	3159
transcript:EMLSAT00000010621	729	420	728	903	868	650	791	645
transcript:EMLSAT00000010622	1269	1033	1039	1123	1088	1097	909	974
transcript:EMLSAT00000010623	2654	1687	3303	3039	2988	2985	2652	2580
transcript:EMLSAT00000010624	459	350	534	449	446	436	352	462
transcript:EMLSAT00000010625	193	145	219	158	174	150	137	159
transcript:EMLSAT00000010626	1166	656	1512	1571	1839	1762	1318	1502
transcript:EMLSAT00000010628	0	4	0	2	16	6	10	11
transcript:EMLSAT00000010629	0	0	2	0	0	3	1	0
transcript:EMLSAT00000010631	367	369	359	365	339	353	286	292
transcript:EMLSAT00000010632	1126	1008	1299	1161	1264	1241	1055	982
transcript:EMLSAT00000010633	2668	1892	1915	1368	2148	1197	1430	1196
transcript:EMLSAT00000010634	483	451	312	301	291	323	261	273
transcript:EMLSAT00000010635	3788	3684	3591	3326	3433	2824	2798	3322
transcript:EMLSAT00000010636	1022	776	1493	1614	1203	1498	1335	1138
transcript:EMLSAT00000010638	8857	9432	7811	7300	8154	10753	6167	8840
transcript:EMLSAT00000010639	15	33	5	3	1	25	24	11
transcript:EMLSAT00000010642	368	414	403	353	393	452	362	434
transcript:EMLSAT00000010643	349	437	273	216	331	203	264	162
transcript:EMLSAT00000010645	2027	1705	2335	2101	2366	2141	1905	2141
transcript:EMLSAT00000010646	1230	1094	1201	775	850	723	716	867
transcript:EMLSAT00000010647	818	748	996	958	767	727	759	895
transcript:EMLSAT00000010648	4836	4630	4741	4436	5069	4648	4350	4267
transcript:EMLSAT00000010649	2843	2897	2665	2689	3131	2792	2752	2507
transcript:EMLSAT00000010673	8	0	12	17	6	7	6	26
transcript:EMLSAT00000010659	66	45	150	133	89	99	101	95
transcript:EMLSAT00000010660	737	735	751	791	1052	1011	801	805
transcript:EMLSAT00000010661	2959	2894	2987	2204	3414	2710	2350	2825
transcript:EMLSAT00000010662	329	201	340	292	344	439	336	324
transcript:ENSRNA022737499-T1	0	0	0	0	0	0	0	1
transcript:EMLSAT00000010663	1	0	7	0	2	4	0	2
transcript:EMLSAT00000010664	896	763	795	843	569	548	581	700
transcript:EMLSAT00000010665	90	60	128	169	138	149	106	123
transcript:EMLSAT00000010666	86	61	114	46	88	127	75	120
transcript:EMLSAT00000010667	3282	2964	3571	3189	3636	2958	2969	3145
transcript:EMLSAT00000010668	2407	2316	2571	2205	2531	2080	2087	2292
transcript:EMLSAT00000010669	1082	1067	1021	806	1183	905	727	744
transcript:EMLSAT00000010670	2419	2186	2472	2035	2229	2124	2341	2463
transcript:EMLSAT00000010671	0	7	1	0	0	0	4	2
transcript:EMLSAT00000010672	1	0	6	0	1	0	0	4
transcript:EMLSAT00000010677	2	0	0	0	6	0	1	1
transcript:EMLSAT00000010678	0	0	4	0	2	0	0	6
transcript:EMLSAT00000010674	0	0	4	0	0	3	0	0
transcript:EMLSAT00000010675	27	5	30	14	22	4	16	32
transcript:EMLSAT00000010676	2	2	6	2	0	8	4	2
transcript:ENSRNA022737226-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010682	167	149	121	133	71	107	79	63
transcript:EMLSAT00000010683	586	557	465	532	361	563	459	410
transcript:EMLSAT00000010685	1268	1147	1165	1303	1164	757	871	934
transcript:EMLSAT00000010679	6531	5547	6029	4662	6286	5160	4860	4646
transcript:EMLSAT00000010680	675	670	586	571	736	691	556	546
transcript:EMLSAT00000010681	388	303	419	419	311	376	289	344
transcript:EMLSAT00000010684	2	0	2	0	5	15	0	3
transcript:EMLSAT00000010695	1	4	0	1	0	0	0	0
transcript:EMLSAT00000010696	128371	132887	166718	134118	139607	164688	132467	139857
transcript:EMLSAT00000010697	0	0	2	0	0	2	0	0
transcript:EMLSAT00000010698	0	18	0	0	2	26	10	4
transcript:EMLSAT00000010699	212	91	295	234	287	284	183	252
transcript:ENSRNA022720373-T1	0	0	0	0	0	2	0	0
transcript:EMLSAT00000010700	235	217	58	65	63	153	96	74
transcript:EMLSAT00000010701	6276	3987	3296	2707	3116	6429	4157	4302
transcript:EMLSAT00000010702	243	143	324	316	340	396	253	192
transcript:EMLSAT00000010703	1105	1043	973	972	956	795	877	976
transcript:EMLSAT00000010704	1740	2010	1693	1307	1504	1084	1348	1289
transcript:EMLSAT00000010705	144	205	149	171	126	240	169	185
transcript:EMLSAT00000010706	2606	3093	3138	2442	3533	3357	2530	3202
transcript:EMLSAT00000010707	527	532	516	601	628	415	409	408
transcript:EMLSAT00000010708	4271	2770	5466	5366	5900	5370	5018	5205
transcript:EMLSAT00000010709	1858	1700	2572	1796	2785	2505	2091	3041
transcript:EMLSAT00000010710	122	121	124	165	312	238	140	161
transcript:EMLSAT00000010711	784	770	1198	820	1151	1106	902	936
transcript:EMLSAT00000010712	948	381	1660	1732	1763	1339	1426	1533
transcript:EMLSAT00000010687	2645	2433	2494	2251	2566	2321	2120	2032
transcript:EMLSAT00000010688	580	373	773	646	624	629	517	473
transcript:EMLSAT00000010689	931	1316	1038	980	1000	728	625	577
transcript:EMLSAT00000010690	794	461	883	1024	943	734	812	720
transcript:EMLSAT00000010691	2810	2003	3220	2640	3287	2484	2287	2117
transcript:EMLSAT00000010692	1952	2615	1679	1621	1783	2025	1615	1725
transcript:EMLSAT00000010693	1097	928	1170	1045	1098	1153	992	1031
transcript:EMLSAT00000010694	457	608	461	463	364	519	146	463
transcript:EMLSAT00000010686	0	0	0	0	11	1	0	6
transcript:EMLSAT00000010828	4290	4859	3584	3487	2813	3116	2780	2665
transcript:EMLSAT00000010829	968	2231	3281	3912	1629	4301	4725	4257
transcript:EMLSAT00000010830	2	10	5	1	2	4	7	13
transcript:EMLSAT00000010831	54	139	43	51	39	82	61	51
transcript:EMLSAT00000010832	383	144	306	308	589	601	404	628
transcript:EMLSAT00000010833	0	0	2	2	0	0	3	2
transcript:EMLSAT00000010834	4	3	4	7	5	4	1	8
transcript:ENSRNA022737192-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010837	23	11	34	33	20	4	38	28
transcript:EMLSAT00000010835	0	0	2	2	2	0	0	0
transcript:EMLSAT00000010836	0	0	0	0	0	0	2	0
transcript:EMLSAT00000010732	0	0	0	4	0	0	0	0
transcript:EMLSAT00000010730	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010731	8966	13030	12390	7253	15233	19214	10043	16186
transcript:EMLSAT00000010729	5	0	6	9	0	4	0	6
transcript:EMLSAT00000010733	248	124	167	198	186	161	187	194
transcript:EMLSAT00000010734	188	137	117	86	129	127	157	82
transcript:EMLSAT00000010769	0	2	0	0	0	0	0	6
transcript:EMLSAT00000010735	179	124	97	174	74	75	95	72
transcript:EMLSAT00000010736	246	139	322	497	249	294	448	316
transcript:EMLSAT00000010737	1639	1193	1331	1619	1405	1327	1097	1341
transcript:EMLSAT00000010738	387	377	263	220	354	354	269	329
transcript:EMLSAT00000010739	2	0	4	4	5	0	2	0
transcript:EMLSAT00000010740	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010741	75	39	159	175	197	194	167	137
transcript:EMLSAT00000010742	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010743	999	730	1049	920	1257	941	786	811
transcript:EMLSAT00000010744	399	282	582	501	652	660	468	566
transcript:EMLSAT00000010745	20	56	38	26	44	60	42	37
transcript:EMLSAT00000010746	2754	1875	4093	3200	3758	3593	3222	3404
transcript:EMLSAT00000010747	1373	1353	1511	1189	1404	1665	1281	1382
transcript:EMLSAT00000010748	2231	934	4635	3847	4916	4738	4260	4229
transcript:EMLSAT00000010749	102	69	296	213	287	303	265	247
transcript:EMLSAT00000010750	1849	1719	2179	2221	2490	2633	1870	2329
transcript:EMLSAT00000010751	1673	1504	2031	2014	2313	2381	1732	2085
transcript:EMLSAT00000010752	6593	6015	8613	8308	7091	8614	8122	7666
transcript:EMLSAT00000010753	2516	1655	3036	2490	3399	2636	2229	2627
transcript:EMLSAT00000010754	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010755	0	0	0	0	0	0	4	0
transcript:EMLSAT00000010756	0	0	2	0	0	2	4	0
transcript:EMLSAT00000010757	1119	993	925	876	1030	1034	878	931
transcript:EMLSAT00000010758	86	105	145	117	113	151	99	116
transcript:EMLSAT00000010759	442	204	870	883	806	997	698	717
transcript:EMLSAT00000010760	573	460	780	680	650	724	655	604
transcript:EMLSAT00000010761	257	250	184	221	221	228	145	223
transcript:EMLSAT00000010762	260	248	205	197	258	214	136	209
transcript:EMLSAT00000010763	4859	4587	6826	5622	6502	7343	6954	7418
transcript:EMLSAT00000010764	4699	4146	4111	3327	4459	4169	3559	3809
transcript:EMLSAT00000010765	18585	19212	15035	14211	17278	17603	17575	16887
transcript:EMLSAT00000010770	92	76	100	61	68	68	79	76
transcript:EMLSAT00000010766	414	292	402	376	579	565	446	415
transcript:EMLSAT00000010767	1980	1197	1847	1516	2223	2565	1629	2013
transcript:EMLSAT00000010768	22	20	83	85	107	69	53	75
transcript:ENSRNA022721004-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010773	102	58	115	180	229	195	65	195
transcript:EMLSAT00000010774	240	145	214	300	335	139	214	145
transcript:EMLSAT00000010775	343	596	367	256	406	252	243	392
transcript:EMLSAT00000010776	5463	4267	6234	5623	7256	5834	5440	6044
transcript:EMLSAT00000010777	245	362	498	364	463	573	603	818
transcript:EMLSAT00000010778	1153	1142	1075	787	1219	1068	949	1086
transcript:EMLSAT00000010779	7106	6703	6339	6362	6552	6487	5715	7511
transcript:EMLSAT00000010771	2	0	11	2	6	1	2	10
transcript:EMLSAT00000010772	11	14	25	4	18	11	8	16
transcript:ENSRNA022721026-T1	2	9	1	3	0	2	6	1
transcript:EMLSAT00000010784	933	702	926	836	860	716	606	711
transcript:EMLSAT00000010787	1372	1155	1477	1526	1420	1582	1289	1343
transcript:EMLSAT00000010780	521	559	657	776	1092	1308	843	1174
transcript:EMLSAT00000010781	39	17	27	24	21	14	12	16
transcript:EMLSAT00000010782	8	6	1	1	0	1	0	0
transcript:EMLSAT00000010783	53	67	43	40	30	63	28	42
transcript:EMLSAT00000010785	0	0	0	0	0	0	0	2
transcript:EMLSAT00000010786	1251	1022	1096	1101	1073	1140	1016	1123
transcript:EMLSAT00000010788	30	4	14	21	21	13	22	25
transcript:EMLSAT00000010789	10166	7227	11246	11246	15417	12450	10230	12561
transcript:EMLSAT00000010790	15571	15444	13806	13034	11535	12039	10786	11832
transcript:EMLSAT00000010791	1702	1328	1534	1067	1808	1173	1146	1214
transcript:EMLSAT00000010792	19687	21176	16283	19611	15151	17732	15930	14288
transcript:EMLSAT00000010793	1282	1259	1404	1274	1347	1346	1261	1175
transcript:EMLSAT00000010794	1921	1842	1932	1808	1851	1729	1567	1674
transcript:EMLSAT00000010795	0	0	2	0	0	0	0	0
transcript:EMLSAT00000010796	120	153	78	130	88	140	57	81
transcript:EMLSAT00000010797	159	133	100	96	64	126	82	84
transcript:EMLSAT00000010798	319	178	250	247	236	419	156	153
transcript:EMLSAT00000010799	4	14	10	6	8	11	0	2
transcript:EMLSAT00000010800	0	0	0	0	0	1	0	0
transcript:EMLSAT00000010801	2	3	1	5	2	4	0	0
transcript:EMLSAT00000010802	2701	2652	2120	1929	2377	2597	1209	1496
transcript:EMLSAT00000010803	10456	9286	11869	9389	14826	15032	9889	14756
transcript:EMLSAT00000010804	2161	2410	2052	1740	2697	2247	1798	1953
transcript:EMLSAT00000010805	6488	6553	5170	4062	5739	6005	4208	4793
transcript:EMLSAT00000010810	1461	1169	1617	1364	1583	1373	1059	1215
transcript:EMLSAT00000010808	4665	4170	4664	4435	4777	4983	3768	4818
transcript:EMLSAT00000010809	1375	934	2199	1811	2166	2494	2000	2048
transcript:EMLSAT00000010806	57	20	48	4	64	55	32	78
transcript:EMLSAT00000010807	11766	8520	13780	11792	16406	22628	11660	18248
transcript:EMLSAT00000010814	1000	830	1195	1038	1425	1220	1005	1099
transcript:EMLSAT00000010811	57825	59274	50423	54403	62504	60819	49228	58078
transcript:EMLSAT00000010812	295	282	281	242	191	136	228	254
transcript:EMLSAT00000010813	187	253	180	160	144	169	280	225
transcript:EMLSAT00000010816	910	671	1146	1005	872	914	850	837
transcript:EMLSAT00000010819	740	493	1372	904	1066	845	867	970
transcript:EMLSAT00000010820	19954	22639	19122	15606	18598	19932	18974	18610
transcript:EMLSAT00000010815	1668	1510	1972	2141	1824	2001	1838	1999
transcript:EMLSAT00000010817	6	2	0	5	0	2	0	4
transcript:EMLSAT00000010818	0	0	0	0	4	0	0	0
transcript:ENSRNA022720117-T1	8	0	0	0	0	0	0	0
transcript:EMLSAT00000010821	2788	2712	3431	4130	3654	3972	3914	3097
transcript:EMLSAT00000010822	2542	2311	3300	3928	3473	3700	3726	2919
transcript:EMLSAT00000010824	105	81	154	124	152	115	83	105
transcript:EMLSAT00000010823	0	0	0	0	0	0	0	0
transcript:ENSRNA022720099-T1	0	0	0	0	0	0	4	0
transcript:EMLSAT00000010825	0	0	0	0	0	2	0	0
transcript:EMLSAT00000010826	8	2	0	6	16	8	8	6
transcript:EMLSAT00000010827	0	0	0	0	0	0	0	0
transcript:ENSRNA022720986-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010913	3138	2216	3122	2993	2549	3417	2421	2990
transcript:EMLSAT00000010914	2897	2306	3614	3482	2845	3255	2879	3260
transcript:EMLSAT00000010915	395	314	646	530	639	528	603	674
transcript:EMLSAT00000010916	395	339	333	500	383	396	443	353
transcript:EMLSAT00000010917	14	3	13	18	18	21	24	11
transcript:EMLSAT00000010918	1088	770	1452	1188	1302	1388	1231	1255
transcript:EMLSAT00000010919	95	91	88	78	108	75	48	91
transcript:EMLSAT00000010920	0	0	0	0	0	3	0	0
transcript:EMLSAT00000010838	511	531	534	400	439	492	239	489
transcript:EMLSAT00000010839	1038	1432	1370	1200	1436	1272	1260	1237
transcript:EMLSAT00000010840	681	467	849	823	834	856	738	728
transcript:EMLSAT00000010843	2974	2647	4611	4198	4765	4828	4198	4095
transcript:EMLSAT00000010841	107	156	197	129	108	153	130	215
transcript:EMLSAT00000010842	1621	1172	1959	1699	2107	1958	1647	1640
transcript:EMLSAT00000010844	756	1252	1119	1321	868	1159	1289	1089
transcript:EMLSAT00000010845	228	333	360	435	262	450	363	360
transcript:EMLSAT00000010846	2406	2104	2136	2098	2182	2097	1863	1923
transcript:EMLSAT00000010847	1649	1450	1347	1291	1402	1234	1215	1161
transcript:EMLSAT00000010848	7	2	32	9	19	49	2	31
transcript:EMLSAT00000010849	3968	4689	4421	2968	4043	6321	4648	3988
transcript:EMLSAT00000010850	1538	1208	1443	1439	1666	1373	1104	1186
transcript:EMLSAT00000010851	938	1083	972	796	904	989	866	869
transcript:EMLSAT00000010852	115	123	61	51	81	45	37	38
transcript:EMLSAT00000010853	268	154	278	224	264	253	239	245
transcript:EMLSAT00000010854	1087	1014	1053	994	980	898	786	814
transcript:EMLSAT00000010855	1201	1328	1165	1050	1234	1195	1286	1278
transcript:EMLSAT00000010856	1129	1127	902	732	832	799	673	703
transcript:EMLSAT00000010857	140	136	111	148	104	168	103	112
transcript:EMLSAT00000010858	104	54	97	165	180	128	77	79
transcript:EMLSAT00000010859	164	93	199	168	339	208	156	178
transcript:EMLSAT00000010860	6889	4458	8394	7868	8927	6555	6757	7497
transcript:EMLSAT00000010861	2463	2064	2326	2250	2446	2601	2263	2218
transcript:EMLSAT00000010862	969	879	913	861	878	1002	879	761
transcript:EMLSAT00000010863	2122	1739	1871	2047	1834	2378	2074	1880
transcript:EMLSAT00000010864	30	4	57	47	63	97	35	46
transcript:EMLSAT00000010865	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010868	328	247	480	379	563	472	372	562
transcript:EMLSAT00000010869	2040	1988	1972	1832	1648	1829	1650	1846
transcript:EMLSAT00000010870	135	70	174	141	175	179	168	175
transcript:EMLSAT00000010871	45	32	75	90	59	62	43	90
transcript:EMLSAT00000010872	1237	981	1031	1158	401	916	1221	1004
transcript:EMLSAT00000010866	29	16	16	27	52	100	16	12
transcript:EMLSAT00000010867	224	183	333	300	314	363	314	299
transcript:EMLSAT00000010877	394	352	473	617	465	479	377	365
transcript:EMLSAT00000010878	18	43	37	17	27	39	29	35
transcript:EMLSAT00000010881	2736	2250	4329	4872	4864	4491	4482	4222
transcript:EMLSAT00000010882	9	8	24	6	19	30	18	36
transcript:EMLSAT00000010873	6	13	4	14	2	14	6	14
transcript:EMLSAT00000010874	8	16	16	10	14	13	4	9
transcript:EMLSAT00000010875	0	0	0	0	0	2	0	0
transcript:EMLSAT00000010876	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010879	2980	2222	3279	3365	3412	2768	1897	2897
transcript:EMLSAT00000010880	57	12	53	44	71	78	58	58
transcript:EMLSAT00000010885	429	368	549	495	638	571	496	519
transcript:EMLSAT00000010886	120	166	118	68	108	151	107	123
transcript:EMLSAT00000010884	53	9	126	101	164	91	66	107
transcript:EMLSAT00000010887	1524	1339	1837	1743	1584	1697	1261	1772
transcript:EMLSAT00000010888	835	431	855	817	1085	865	448	1033
transcript:EMLSAT00000010889	13	0	9	2	20	28	0	23
transcript:EMLSAT00000010883	1	0	1	2	0	2	0	1
transcript:EMLSAT00000010892	0	23	19	4	0	4	2	0
transcript:EMLSAT00000010898	261	399	207	160	368	317	277	203
transcript:EMLSAT00000010899	21	30	16	16	21	24	5	10
transcript:ENSRNA022720935-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000010891	252	246	209	191	196	251	284	198
transcript:EMLSAT00000010893	1727	2000	1830	1429	1928	1777	1528	1968
transcript:EMLSAT00000010894	5386	2798	7046	5695	9987	6703	5320	6174
transcript:EMLSAT00000010895	4495	4260	4993	5596	5591	6720	5117	5139
transcript:EMLSAT00000010896	705	559	808	755	610	679	627	620
transcript:EMLSAT00000010897	459	254	820	730	799	847	650	644
transcript:EMLSAT00000010890	1445	706	2041	1787	2202	1859	1763	1590
transcript:EMLSAT00000010900	158	108	84	78	136	132	105	124
transcript:EMLSAT00000010901	0	2	2	0	2	12	2	14
transcript:EMLSAT00000010908	192	231	379	653	246	403	302	284
transcript:EMLSAT00000010909	2208	1644	3619	4377	4199	5355	3765	4524
transcript:EMLSAT00000010910	2846	2190	2721	2400	2945	2295	2058	2299
transcript:EMLSAT00000010911	965	1049	1018	941	1046	1043	843	1009
transcript:EMLSAT00000010912	2529	1761	3593	2566	3175	3346	2933	2653
transcript:EMLSAT00000010902	0	2	0	9	0	24	0	0
transcript:EMLSAT00000010903	5794	4879	6507	5291	7748	6780	5513	5617
transcript:EMLSAT00000010904	1176	840	1436	1262	1726	1163	1191	1257
transcript:EMLSAT00000010905	4794	3288	5353	4851	6194	5891	4477	4982
transcript:EMLSAT00000010906	15289	13691	13139	9906	13845	10955	9354	10892
transcript:EMLSAT00000010907	4	2	0	4	0	0	0	6
transcript:EMLSAT00000010984	8	2	8	0	1	0	0	4
transcript:EMLSAT00000010982	496	369	614	369	527	579	467	319
transcript:EMLSAT00000010983	840	705	838	1046	761	1065	632	852
transcript:EMLSAT00000010985	46	60	88	45	24	56	75	36
transcript:EMLSAT00000010986	3981	3416	5625	3948	7929	4355	4223	5386
transcript:EMLSAT00000010987	12	2	14	4	11	28	16	11
transcript:EMLSAT00000010988	139	169	58	72	110	95	61	90
transcript:EMLSAT00000010989	453	226	719	637	810	898	640	791
transcript:EMLSAT00000010990	2333	2337	2919	2446	3172	3314	2500	2992
transcript:EMLSAT00000010991	22718	35369	23369	19126	24270	25090	17246	23034
transcript:EMLSAT00000010992	889	935	768	741	621	724	569	768
transcript:EMLSAT00000010993	7521	6229	6612	5421	6245	5928	4767	5581
transcript:EMLSAT00000010994	3938	3595	3024	2434	2224	2301	2115	2184
transcript:EMLSAT00000010995	359	244	323	369	479	377	422	302
transcript:EMLSAT00000010996	251	231	183	138	364	113	129	148
transcript:EMLSAT00000010997	443	275	784	705	752	1104	897	886
